BusStop Name (ignored),BusStop ID,Line,Days,Time,Comment,Direction
ORO VERDE,1,6,Domingos,06:00:00,por PARACAO,Ida
ORO VERDE,1,6,Domingos,06:30:00,,Ida
ORO VERDE,1,6,Domingos,07:00:00,por PARACAO,Ida
ORO VERDE,1,6,Domingos,07:22:00,,Ida
ORO VERDE,1,6,Domingos,07:44:00,por PARACAO,Ida
ORO VERDE,1,6,Domingos,08:06:00,,Ida
ORO VERDE,1,6,Domingos,08:28:00,por PARACAO,Ida
ORO VERDE,1,6,Domingos,08:50:00,,Ida
ORO VERDE,1,6,Domingos,09:12:00,por PARACAO,Ida
ORO VERDE,1,6,Domingos,09:34:00,,Ida
ORO VERDE,1,6,Domingos,09:56:00,por PARACAO,Ida
ORO VERDE,1,6,Domingos,10:18:00,,Ida
ORO VERDE,1,6,Domingos,10:40:00,por PARACAO,Ida
ORO VERDE,1,6,Domingos,11:02:00,,Ida
ORO VERDE,1,6,Domingos,11:24:00,por PARACAO,Ida
ORO VERDE,1,6,Domingos,11:46:00,,Ida
ORO VERDE,1,6,Domingos,12:08:00,por PARACAO,Ida
ORO VERDE,1,6,Domingos,12:30:00,,Ida
ORO VERDE,1,6,Domingos,12:58:00,por PARACAO,Ida
ORO VERDE,1,6,Domingos,13:26:00,,Ida
ORO VERDE,1,6,Domingos,13:54:00,por PARACAO,Ida
ORO VERDE,1,6,Domingos,14:22:00,,Ida
ORO VERDE,1,6,Domingos,14:50:00,por PARACAO,Ida
ORO VERDE,1,6,Domingos,15:18:00,,Ida
ORO VERDE,1,6,Domingos,15:46:00,por PARACAO,Ida
ORO VERDE,1,6,Domingos,16:14:00,,Ida
ORO VERDE,1,6,Domingos,16:42:00,por PARACAO,Ida
ORO VERDE,1,6,Domingos,17:04:00,,Ida
ORO VERDE,1,6,Domingos,17:26:00,por PARACAO,Ida
ORO VERDE,1,6,Domingos,17:48:00,,Ida
ORO VERDE,1,6,Domingos,18:10:00,por PARACAO,Ida
ORO VERDE,1,6,Domingos,18:32:00,,Ida
ORO VERDE,1,6,Domingos,18:54:00,por PARACAO,Ida
ORO VERDE,1,6,Domingos,19:16:00,,Ida
ORO VERDE,1,6,Domingos,19:38:00,por PARACAO,Ida
ORO VERDE,1,6,Domingos,20:00:00,,Ida
ORO VERDE,1,6,Domingos,20:22:00,por PARACAO,Ida
ORO VERDE,1,6,Domingos,20:44:00,,Ida
ORO VERDE,1,6,Domingos,21:06:00,por PARACAO,Ida
ORO VERDE,1,6,Domingos,21:28:00,,Ida
ORO VERDE,1,6,Domingos,21:50:00,por PARACAO,Ida
ORO VERDE,1,6,Domingos,22:12:00,,Ida
ORO VERDE,1,6,Domingos,22:40:00,por PARACAO,Ida
ORO VERDE,1,6,Domingos,23:10:00,,Ida
ORO VERDE,1,6,Domingos,23:35:00,por PARACAO,Ida
ORO VERDE,1,6,Domingos,00:00:00,,Ida
Km. 5 1/2,2,6,Domingos,06:08:00,por PARACAO,Ida
Km. 5 1/2,2,6,Domingos,06:40:00,,Ida
Km. 5 1/2,2,6,Domingos,07:10:00,por PARACAO,Ida
Km. 5 1/2,2,6,Domingos,07:32:00,,Ida
Km. 5 1/2,2,6,Domingos,07:54:00,por PARACAO,Ida
Km. 5 1/2,2,6,Domingos,08:16:00,,Ida
Km. 5 1/2,2,6,Domingos,08:38:00,por PARACAO,Ida
Km. 5 1/2,2,6,Domingos,09:00:00,,Ida
Km. 5 1/2,2,6,Domingos,09:22:00,por PARACAO,Ida
Km. 5 1/2,2,6,Domingos,09:44:00,,Ida
Km. 5 1/2,2,6,Domingos,10:06:00,por PARACAO,Ida
Km. 5 1/2,2,6,Domingos,10:28:00,,Ida
Km. 5 1/2,2,6,Domingos,10:50:00,por PARACAO,Ida
Km. 5 1/2,2,6,Domingos,11:12:00,,Ida
Km. 5 1/2,2,6,Domingos,11:34:00,por PARACAO,Ida
Km. 5 1/2,2,6,Domingos,11:56:00,,Ida
Km. 5 1/2,2,6,Domingos,12:18:00,por PARACAO,Ida
Km. 5 1/2,2,6,Domingos,12:40:00,,Ida
Km. 5 1/2,2,6,Domingos,13:08:00,por PARACAO,Ida
Km. 5 1/2,2,6,Domingos,13:36:00,,Ida
Km. 5 1/2,2,6,Domingos,14:04:00,por PARACAO,Ida
Km. 5 1/2,2,6,Domingos,14:32:00,,Ida
Km. 5 1/2,2,6,Domingos,15:00:00,por PARACAO,Ida
Km. 5 1/2,2,6,Domingos,15:28:00,,Ida
Km. 5 1/2,2,6,Domingos,15:56:00,por PARACAO,Ida
Km. 5 1/2,2,6,Domingos,16:24:00,,Ida
Km. 5 1/2,2,6,Domingos,16:52:00,por PARACAO,Ida
Km. 5 1/2,2,6,Domingos,17:14:00,,Ida
Km. 5 1/2,2,6,Domingos,17:36:00,por PARACAO,Ida
Km. 5 1/2,2,6,Domingos,17:58:00,,Ida
Km. 5 1/2,2,6,Domingos,18:20:00,por PARACAO,Ida
Km. 5 1/2,2,6,Domingos,18:42:00,,Ida
Km. 5 1/2,2,6,Domingos,19:04:00,por PARACAO,Ida
Km. 5 1/2,2,6,Domingos,19:26:00,,Ida
Km. 5 1/2,2,6,Domingos,19:48:00,por PARACAO,Ida
Km. 5 1/2,2,6,Domingos,20:10:00,,Ida
Km. 5 1/2,2,6,Domingos,20:32:00,por PARACAO,Ida
Km. 5 1/2,2,6,Domingos,20:54:00,,Ida
Km. 5 1/2,2,6,Domingos,21:16:00,por PARACAO,Ida
