LA LOMA,SAN BENITO,Pº Industrial,Estación Parera,Bº El Trébol,Av. Almafuerte y Zanni,Plaza de Mayo / Plaza Alberdi,Casa de Gobierno,Av. Almafuerte y Zanni,Pº Industrial,Estación Parera,Bº El Trébol,SAN BENITO,LA LOMA
-,-,-,-,-,-,-,5:20,5:39,5:50,-,-,6:06,-,
5:15,-,-,-,-,5:39,5:51,5:58,6:17,-,-,-,-,6:40,
-,5:35,-,-,-,5:59,6:11,6:18,6:37,-,-,-,7:00,-,
5:50,-,6:06,-,-,6:19,6:31,6:38,6:58,-,-,-,-,7:22,
-,6:15,-,-,-,6:40,6:53,7:01,7:23,-,-,-,7:49,-,
6:30,-,-,6:48,-,7:01,7:15,7:23,7:45,-,7:58,-,-,8:16,
-,6:52,-,-,-,7:19,7:33,7:41,8:03,-,-,-,8:29,-,
7:10,-,-,-,-,7:37,7:51,7:59,8:21,8:34,-,-,-,8:52,
-,7:26,-,-,-,7:53,8:07,8:15,8:37,-,-,-,9:03,-,
7:42,-,-,-,-,8:09,8:23,8:31,8:53,-,-,-,-,9:19,
-,7:58,-,-,-,8:25,8:39,8:47,9:09,-,-,-,9:35,-,
8:09,-,8:27,-,-,8:41,8:55,9:03,9:25,-,-,-,-,9:51,
8:30,-,-,-,-,8:57,9:11,9:19,9:41,-,-,-,10:07,-,
-,8:41,-,8:59,-,9:13,9:27,9:35,9:57,-,-,-,-,10:23,
9:02,-,-,-,-,9:29,9:43,9:51,10:13,-,-,-,10:39,-,
-,9:18,-,-,-,9:45,9:59,10:07,10:29,10:42,-,-,-,11:00,
9:35,-,-,-,-,10:02,10:16,10:24,10:46,-,-,-,11:12,-,
-,9:47,10:05,-,-,10:19,10:33,10:41,11:03,-,-,-,-,11:29,
10:09,-,-,-,-,10:36,10:50,10:58,11:20,-,11:33,-,11:51,-,
-,10:25,-,-,-,10:52,11:06,11:14,11:36,-,-,-,-,12:02,
10:41,-,-,-,-,11:08,11:22,11:30,11:52,-,-,-,12:18,-,
-,10:52,-,11:10,-,11:24,11:38,11:46,12:08,-,-,-,-,12:34,
11:13,-,-,-,-,11:40,11:54,12:02,12:24,-,-,-,12:50,-,
-,11:29,-,-,-,11:56,12:10,12:18,12:40,12:53,-,-,-,13:11,
11:41,-,11:59,-,-,12:13,12:27,12:35,12:57,-,-,-,-,13:23,
-,12:03,-,-,-,12:30,12:44,12:52,13:12,-,-,-,13:38,-,
12:21,-,-,-,-,12:47,13:00,13:08,13:28,-,13:41,-,-,13:59,
-,12:39,-,-,-,13:05,13:18,13:26,13:46,-,-,-,14:12,-,
12:52,-,-,13:10,-,13:23,13:36,13:44,14:04,-,-,-,-,14:30,
-,13:15,-,-,-,13:41,13:54,14:02,14:22,-,-,-,14:48,-,
13:33,-,-,-,-,13:59,14:12,14:20,14:40,-,-,-,-,15:06,
-,13:51,-,-,-,14:17,14:30,14:38,14:58,15:11,-,-,15:29,-,
14:04,-,14:22,-,-,14:35,14:48,14:56,15:16,-,-,-,-,15:42,
-,14:27,-,-,-,14:53,15:06,15:14,15:34,-,-,-,16:00,-,
14:45,-,-,-,-,15:11,15:24,15:32,15:52,-,-,-,-,16:18,
-,14:58,-,15:16,-,15:29,15:42,15:50,16:10,-,16:23,-,16:41,-,
15:21,-,-,-,-,15:47,16:00,16:08,16:28,-,-,-,-,16:54,
-,15:39,-,-,-,16:05,16:18,16:26,16:46,-,-,-,17:12,-,
15:57,-,-,-,-,16:23,16:36,16:44,17:04,-,-,-,-,17:30,
-,16:10,16:28,-,-,16:41,16:54,17:02,17:22,-,-,-,17:48,-,
16:33,-,-,-,-,17:00,17:13,17:21,17:41,17:54,-,-,-,18:12,
-,16:51,-,-,-,17:18,17:31,17:39,18:00,-,-,-,18:26,-,
17:08,-,-,-,-,17:35,17:48,17:56,18:18,-,-,-,-,18:44,
-,17:24,-,-,-,17:51,18:05,18:13,18:35,-,18:48,-,19:06,-,
17:35,-,-,17:53,-,18:07,18:21,18:29,18:51,-,-,-,-,19:17,
17:56,-,-,-,-,18:23,18:37,18:45,19:07,-,-,-,19:33,-,
-,18:12,-,-,-,18:39,18:53,19:01,19:23,-,-,-,-,19:49,
18:28,-,-,-,-,18:55,19:09,19:17,19:39,19:52,-,-,20:10,-,
-,18:39,18:57,-,-,19:11,19:25,19:33,19:55,-,-,-,-,20:21,
19:00,-,-,-,-,19:27,19:41,19:49,20:11,-,-,-,-,20:37,
-,19:16,-,-,-,19:43,19:57,20:05,20:27,-,20:40,-,20:58,-,
19:32,-,-,-,-,19:59,20:13,20:21,20:43,-,-,-,-,21:09,
-,19:45,-,20:03,-,20:17,20:31,20:39,21:01,-,-,-,21:27,-,
20:10,-,-,-,-,20:37,20:51,20:59,21:20,-,-,-,-,21:46,
-,20:30,-,-,-,20:57,21:11,21:19,21:40,-,-,-,-,22:05,
20:50,-,-,-,-,21:16,21:28,21:36,21:56,-,-,-,22:21,-,
-,21:10,-,-,-,21:35,21:47,21:54,22:14,-,-,-,22:38,-,
21:30,-,-,-,-,21:55,22:07,22:14,22:34,-,-,-,-,22:58,
-,21:55,-,-,-,22:20,22:32,22:39,22:59,-,-,-,23:23,-,
22:20,-,-,-,-,22:45,22:57,23:04,23:24,-,-,-,-,23:47,
-,22:45,-,-,-,23:10,23:22,23:29,23:49,-,-,-,0:11,-,
23:10,-,-,-,-,23:35,23:47,23:54,0:12,-,-,-,-,0:33,
-,23:35,-,-,-,23:57,0:08,0:14,-,-,-,-,-,-,
0:00,-,-,-,-,0:22,0:33,0:39,-,-,-,-,-,-,
-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
